directorid,name,rate,gross,num,fname,lname
222944,"Radomski, Eric",7.6,5588699.0,1,Eric,Radomski
223078,"Rafelson, Bob",26.4,31374379.0,4,Bob,Rafelson
223394,"Raimi, Sam",27.7,91616695.0,4,Sam,Raimi
223438,"Rainer, Yvonne",6.8,0.0,1,Yvonne,Rainer
223676,"Rajski, Peggy",6.7,186675.0,1,Peggy,Rajski
224053,"Ramis, Harold",40.0,312083389.0,6,Harold,Ramis
224293,"Ramseier, Peter",0.0,0.0,1,Peter,Ramseier
224478,"Randall, Addison (II)",4.9,0.0,1,Addison,Randall
224526,"Randel, Tony",6.2,11867397.0,1,Tony,Randel
224699,"Ransen, Mort",7.0,524963.0,1,Mort,Ransen
224919,"Rappaport, Mark (I)",7.3,0.0,1,Mark,Rappaport
224927,"Rappeneau, Jean-Paul",14.4,7697199.0,2,Jean Paul,Rappeneau
224929,"Rapper, Irving",6.9,0.0,1,Irving,Rapper
224980,"Rash, Steve",32.5,81107405.0,6,Steve,Rash
225236,"Ratliff, George (I)",6.4,0.0,1,George,Ratliff
225247,"Ratner, Brett",12.6,285454262.0,2,Brett,Ratner
225444,"Ravich, Rand",5.1,10654581.0,1,Rand,Ravich
225613,"Ray, Nicholas (I)",14.4,0.0,2,Nicholas,Ray
225624,"Ray, Sandip",7.4,0.0,1,Sandip,Ray
225626,"Ray, Satyajit",23.8,722579.0,3,Satyajit,Ray
225751,"Raynr, David",10.0,17751906.0,2,David,Raynr
226096,"Red, Eric",10.3,10243675.0,2,Eric,Red
226103,"Red-Horse, Valerie",5.8,10508.0,1,Valerie,Red Horse
226219,"Redford, Robert (I)",28.8,266700599.0,4,Robert,Redford
226333,"Reed, Carol (I)",15.8,40596349.0,2,Carol,Reed
226410,"Reed, Peyton (I)",5.8,90449929.0,1,Peyton,Reed
226589,"Reeves, Matt (I)",4.8,5612586.0,1,Matt,Reeves
226673,"Reggio, Godfrey",8.1,1723872.0,1,Godfrey,Reggio
226970,"Reid, Tim (I)",6.9,3375000.0,1,Tim,Reid
227124,"Reiner, Carl",31.1,58662828.0,5,Carl,Reiner
227131,"Reiner, Rob",70.2,580412465.0,10,Rob,Reiner
227135,"Reinert, Al",8.1,770132.0,1,Al,Reinert
227289,"Reiss, Jon (I)",6.6,81000.0,1,Jon,Reiss
227332,"Reitherman, Wolfgang",43.9,288524994.0,6,Wolfgang,Reitherman
227338,"Reitman, Ivan",48.4,776984444.0,8,Ivan,Reitman
227647,"Renoir, Jean",8.1,172885.0,1,Jean,Renoir
227725,"René, Norman",4.7,103351.0,1,Norman,Ren
227815,"Resnais, Alain",7.2,57033.0,1,Alain,Resnais
227817,"Resnick, Adam",4.6,3662459.0,1,Adam,Resnick
228322,"Reynolds, Kevin (I)",25.5,660514342.0,4,Kevin,Reynolds
228356,"Reynolds, Scott (I)",12.7,1983.0,2,Scott,Reynolds
228463,"Rhee, Phillip",4.3,0.0,1,Phillip,Rhee
228534,"Rhodes, Michael Ray (I)",6.1,711872.0,1,Michael,Rhodes
228607,"Riba, Dan",7.6,5588699.0,1,Dan,Riba
228909,"Rich, David Lowell",4.1,13015688.0,1,David,Rich
228916,"Rich, John (I)",5.6,3000000.0,1,John,Rich
228919,"Rich, Matty",5.8,8880705.0,1,Matty,Rich
228922,"Rich, Richard",23.0,66573876.0,4,Richard,Rich
229127,"Richardson, Bryant Paul",0.0,0.0,1,Bryant,Richardson
229234,"Richardson, Tony (I)",13.2,53359465.0,2,Tony,Richardson
229392,"Richter, W.D.",6.2,6227998.0,1,WD,Richter
229447,"Rickman, Alan",6.9,776332.0,1,Alan,Rickman
229758,"Rifkin, Adam",6.6,4193025.0,1,Adam,Rifkin
230007,"Rilla, Wolf",7.3,0.0,1,Wolf,Rilla
230270,"Ripoll, Maria",6.3,258464.0,1,Maria,Ripoll
230413,"Ritchie, Aileen",6.1,221898.0,1,Aileen,Ritchie
230420,"Ritchie, Guy",8.2,3650677.0,1,Guy,Ritchie
230426,"Ritchie, Michael (I)",40.2,183948727.0,7,Michael,Ritchie
230445,"Ritt, Martin (I)",20.7,6782213.0,3,Martin,Ritt
230882,"Roach, Jay",27.1,668799640.0,4,Jay,Roach
230972,"Robbins, Brian (I)",17.3,67888048.0,3,Brian,Robbins
230993,"Robbins, Jerome",7.6,43656822.0,1,Jerome,Robbins
231018,"Robbins, Tim (I)",21.1,46404440.0,3,Tim,Robbins
231099,"Robert, Vincent (IV)",3.1,0.0,1,Vincent,Robert
231132,"Roberts, Bill (I)",43.0,312226930.0,6,Bill,Roberts
231151,"Roberts, Chris (II)",3.8,11576087.0,1,Chris,Roberts
231217,"Roberts, John (I)",6.2,27008669.0,1,John,Roberts
231403,"Robertson, John S. (I)",7.1,927953.0,1,John,Robertson
231577,"Robinson, Bruce (I)",13.8,12935368.0,2,Bruce,Robinson
231648,"Robinson, James F.",6.5,212267.0,1,James,Robinson
231731,"Robinson, Phil Alden",14.5,115864625.0,2,Phil,Robinson
231880,"Robson, Mark (I)",5.7,79700000.0,1,Mark,Robson
231950,"Rocco, Marc",7.1,17382000.0,1,Marc,Rocco
232141,"Rocksavage, David",6.2,0.0,1,David,Rocksavage
232145,"Rockwell, Alexandre",11.5,4301331.0,2,Alexandre,Rockwell
232274,"Rodgers, Mic",3.8,19912120.0,1,Mic,Rodgers
232620,"Rodriguez, Robert (I)",34.0,131287164.0,5,Robert,Rodriguez
232934,"Roeg, Nicolas",14.3,0.0,2,Nicolas,Roeg
232989,"Roessler, Rick",5.0,0.0,1,Rick,Roessler
233072,"Rogers, Charley",7.2,0.0,1,Charley,Rogers
233294,"Rohmer, Eric",21.4,2812160.0,3,Eric,Rohmer
233447,"Rola, Carlo",5.9,0.0,1,Carlo,Rola
233547,"Rollin, Jean",5.7,0.0,1,Jean,Rollin
233572,"Rolnick, Eric",6.3,0.0,1,Eric,Rolnick
233838,"Romero, George A. (I)",32.6,65688737.0,5,George,Romero
234026,"Rondeau, Charles R.",4.5,0.0,1,Charles,Rondeau
234098,"Roodt, Darrell",16.8,13062618.0,3,Darrell,Roodt
234159,"Roos, Don",6.4,5879254.0,1,Don,Roos
234458,"Rose, Bernard",19.9,36498549.0,3,Bernard,Rose
234677,"Rosen, Martin (I)",7.6,661696.0,1,Martin,Rosen
234743,"Rosenberg, Craig",6.0,111106.0,1,Craig,Rosenberg
234788,"Rosenberg, Stuart (I)",31.9,14124343.0,5,Stuart,Rosenberg
234853,"Rosenfeld, Seth Zvi",6.1,0.0,1,Seth,Rosenfeld
234930,"Rosenthal, Rick (I)",6.4,25533818.0,1,Rick,Rosenthal
234989,"Rosi, Francesco",7.2,0.0,1,Francesco,Rosi
235071,"Ross, Benjamin (I)",6.9,749812.0,1,Benjamin,Ross
235132,"Ross, Gary (I)",7.5,40568025.0,1,Gary,Ross
235144,"Ross, Herbert (I)",32.6,224377505.0,5,Herbert,Ross
235289,"Rossen, Robert",15.7,0.0,2,Robert,Rossen
235425,"Rosson, Arthur",7.7,0.0,1,Arthur,Rosson
235576,"Roth, Tim (I)",7.3,254441.0,1,Tim,Roth
235580,"Roth, William (I)",6.2,5651.0,1,William,Roth
236355,"Rozema, Patricia",13.6,5958893.0,2,Patricia,Rozema
236420,"Ruane, John",6.4,0.0,1,John,Ruane
236460,"Ruben, Joseph",18.4,55096745.0,3,Joseph,Ruben
236508,"Rubin, Bruce Joel",6.6,27484464.0,1,Bruce,Rubin
236563,"Rubinek, Saul",6.5,0.0,1,Saul,Rubinek
236571,"Rubino, John (I)",6.9,0.0,1,John,Rubino
236779,"Rudolph, Alan (I)",27.3,24065618.0,5,Alan,Rudolph
236959,"Ruggles, Wesley",6.0,0.0,1,Wesley,Ruggles
237158,"Ruiz, Raoul",18.2,564016.0,3,Raoul,Ruiz
237400,"Rush, Richard (I)",4.9,19726050.0,1,Richard,Rush
237428,"Rusnak, Josef",6.8,11802224.0,1,Josef,Rusnak
237473,"Russell, Chuck (I)",23.8,658020660.0,4,Chuck,Russell
237483,"Russell, David O.",20.2,76902772.0,3,David,Russell
237510,"Russell, Jay (I)",6.8,34099640.0,1,Jay,Russell
237529,"Russell, Ken (I)",11.8,1089102.0,2,Ken,Russell
237833,"Ruzowitzky, Stefan",12.8,202177.0,2,Stefan,Ruzowitzky
237887,"Ryan, Bill (V)",6.4,4960.0,1,Bill,Ryan
238068,"Rydell, Mark",13.6,130775414.0,2,Mark,Rydell
238145,"Rymer, Michael",12.4,14003141.0,2,Michael,Rymer
238240,"Réa, Robert",0.0,0.0,1,Robert,Ra
238574,"Sabella, Paul",5.0,8620500.0,1,Paul,Sabella
239051,"Sagal, Boris",6.6,0.0,1,Boris,Sagal
239104,"Saget, Bob",6.2,9975684.0,1,Bob,Saget
239635,"Saks, Gene",21.2,75499248.0,3,Gene,Saks
240123,"Salisbury, James (I)",4.5,0.0,1,James,Salisbury
240176,"Salles, Walter",7.9,5595428.0,1,Walter,Salles
240297,"Salomon, Mikael",12.1,35310246.0,2,Mikael,Salomon
240375,"Salva, Victor",6.3,30862146.0,1,Victor,Salva
240429,"Salvatores, Gabriele",7.1,4532791.0,1,Gabriele,Salvatores
240474,"Salwen, Hal",6.7,168614.0,1,Hal,Salwen
240713,"Samples, Keith",4.7,3247524.0,1,Keith,Samples
241190,"Sanders, Terry (I)",7.1,0.0,1,Terry,Sanders
241227,"Sandgren, Åke",6.4,309117.0,1,ke,Sandgren
241341,"Sandrich, Mark",30.1,3202000.0,4,Mark,Sandrich
241412,"Sanford, Arlene",10.2,33611632.0,2,Arlene,Sanford
241735,"Santell, Alfred",6.7,0.0,1,Alfred,Santell
242030,"Santostefano, Damon",5.8,10544143.0,1,Damon,Santostefano
242208,"Sarafian, Deran",5.3,16478900.0,1,Deran,Sarafian
242209,"Sarafian, Richard C.",3.6,0.0,1,Richard,Sarafian
242345,"Sargent, Joseph (I)",19.2,6821271.0,3,Joseph,Sargent
242929,"Satterfield, Paul (I)",15.2,293363371.0,2,Paul,Satterfield
243128,"Saura, Carlos",20.2,2754465.0,3,Carlos,Saura
243149,"Sautet, Claude",7.2,858345.0,1,Claude,Sautet
243329,"Saville, Philip",6.3,299463.0,1,Philip,Saville
243331,"Saville, Victor",6.5,0.0,1,Victor,Saville
243364,"Savoca, Nancy",5.6,109148.0,1,Nancy,Savoca
243574,"Sayles, John (I)",50.6,30511967.0,7,John,Sayles
243607,"Saïa, Louis",6.7,4602341.0,1,Louis,Saa
243956,"Schaeffer, Eric",14.7,4645182.0,3,Eric,Schaeffer
244016,"Schaffner, Franklin J.",31.0,166567000.0,4,Franklin,Schaffner
244130,"Schatzberg, Jerry",5.3,4994094.0,1,Jerry,Schatzberg
244218,"Scheffmann, Dorthe",7.0,0.0,1,Dorthe,Scheffmann
244267,"Scheinman, Andrew",5.8,12211068.0,1,Andrew,Scheinman
244351,"Schenkel, Carl (I)",3.8,2147114.0,1,Carl,Schenkel
244358,"Schenkman, Richard",11.9,15970.0,2,Richard,Schenkman
244369,"Schepisi, Fred",25.1,48134010.0,4,Fred,Schepisi
244424,"Schertzinger, Victor",6.1,0.0,1,Victor,Schertzinger
244599,"Schiller, Greta",7.7,44774.0,1,Greta,Schiller
244757,"Schlaich, Frieder",7.1,0.0,1,Frieder,Schlaich
244760,"Schlamme, Thomas (I)",12.3,21770184.0,2,Thomas,Schlamme
244827,"Schlesinger, John (I)",50.9,186463264.0,8,John,Schlesinger
244913,"Schlöndorff, Volker",20.2,6484313.0,3,Volker,Schlndorff
244964,"Schmid, Daniel (I)",6.3,0.0,1,Daniel,Schmid
245153,"Schmidt, Rob (I)",5.5,26394.0,1,Rob,Schmidt
245301,"Schnabel, Julian",6.7,2961991.0,1,Julian,Schnabel
245549,"Schoedsack, Ernest B.",14.9,1700000.0,2,Ernest,Schoedsack
245774,"Schrader, Paul (I)",37.1,45894808.0,6,Paul,Schrader
245889,"Schroeder, Barbet",24.0,94057961.0,4,Barbet,Schroeder
246101,"Schulman, Tom",5.0,3559990.0,1,Tom,Schulman
246128,"Schultz, Carl (I)",5.8,18875011.0,1,Carl,Schultz
246148,"Schultz, John (I)",5.2,22593409.0,1,John,Schultz
246155,"Schultz, Michael (I)",5.7,6622753.0,1,Michael,Schultz
246268,"Schumacher, Joel",68.1,1050742111.0,11,Joel,Schumacher
246326,"Schuster, Harold D.",7.1,0.0,1,Harold,Schuster
246553,"Schwartz, Stefan (I)",6.4,302204.0,1,Stefan,Schwartz
246727,"Schwietert, Stefan (I)",7.9,0.0,1,Stefan,Schwietert
246973,"Scorsese, Martin",76.4,465930244.0,10,Martin,Scorsese
247043,"Scott, Campbell",7.2,11881039.0,1,Campbell,Scott
247069,"Scott, Darin",4.8,6724217.0,1,Darin,Scott
247127,"Scott, Jake (I)",6.1,474900.0,1,Jake,Scott
247220,"Scott, Oz",5.7,6622753.0,1,Oz,Scott
247236,"Scott, Ridley",57.0,850901361.0,8,Ridley,Scott
247289,"Scott, Tony (I)",46.8,815273751.0,7,Tony,Scott
247344,"Scribner, George",6.5,73450885.0,1,George,Scribner
247513,"Sears, Fred F.",6.2,0.0,1,Fred,Sears
247530,"Seaton, George (I)",14.3,103139150.0,2,George,Seaton
247690,"Sedgwick, Edward",7.7,0.0,1,Edward,Sedgwick
247704,"Sedlar, Jakov",5.2,381804.0,1,Jakov,Sedlar
247850,"Segal, Peter",23.6,267734531.0,4,Peter,Segal
247984,"Sehr, Peter",6.7,0.0,1,Peter,Sehr
248019,"Seidelman, Susan",10.6,42750005.0,2,Susan,Seidelman
248121,"Seiter, William A.",7.0,0.0,1,William,Seiter
248140,"Seitzman, Michael",5.1,0.0,1,Michael,Seitzman
248272,"Selick, Henry",14.7,29043390.0,2,Henry,Selick
248335,"Sellars, Peter",6.6,0.0,1,Peter,Sellars
248363,"Sellers, Peter (I)",4.4,2399109.0,1,Peter,Sellers
248405,"Seltzer, David (I)",6.6,7946345.0,1,David,Seltzer
248447,"Selznick, David O.",6.9,0.0,1,David,Selznick
248492,"Semler, Dean",4.4,8041665.0,1,Dean,Semler
248589,"Sena, Dominic",6.6,2395231.0,1,Dominic,Sena
248941,"Sereny, Eva",5.6,113727.0,1,Eva,Sereny
249737,"Shadyac, Tom",25.3,632927348.0,4,Tom,Shadyac
249746,"Shafer, Dirk (I)",5.6,0.0,1,Dirk,Shafer
250123,"Shaner, Peter",4.3,0.0,1,Peter,Shaner
250260,"Shapiro, Alan (I)",10.3,33657111.0,2,Alan,Shapiro
250526,"Sharman, Jim",7.2,139876417.0,1,Jim,Sharman
250638,"Sharpsteen, Ben",30.5,85860930.0,4,Ben,Sharpsteen
250665,"Shatner, William",5.2,70210000.0,1,William,Shatner
250889,"Shea, Katt",9.4,21986891.0,2,Katt,Shea
251181,"Shelly, Adrienne",6.1,0.0,1,Adrienne,Shelly
251214,"Shelton, Millicent",4.2,5476059.0,1,Millicent,Shelton
251217,"Shelton, Ron",31.2,212477322.0,5,Ron,Shelton
251312,"Shepard, Richard (I)",6.0,0.0,1,Richard,Shepard
251473,"Sheridan, Jim (I)",15.9,80540253.0,2,Jim,Sheridan
251527,"Sherman, Cindy",4.7,37446.0,1,Cindy,Sherman
251536,"Sherman, Gary (I)",4.2,14114488.0,1,Gary,Sherman
251550,"Sherman, Jon (II)",4.8,0.0,1,Jon,Sherman
252075,"Shin, Nelson (I)",7.1,5706456.0,1,Nelson,Shin
252439,"Sholder, Jack",12.0,32808321.0,2,Jack,Sholder
252502,"Shore, Simon (I)",7.4,1152411.0,1,Simon,Shore
252775,"Shum, Mina",7.0,759393.0,1,Mina,Shum
252879,"Shyamalan, M. Night",14.0,673064504.0,2,M,Shyamalan
252882,"Shyer, Charles",10.6,107400194.0,2,Charles,Shyer
252986,"Sichel, Alex",6.5,150646.0,1,Alex,Sichel
253101,"Sidney, George (II)",13.7,0.0,2,George,Sidney
253186,"Siegel, David (III)",6.5,102780.0,1,David,Siegel
253187,"Siegel, Don",14.4,0.0,2,Don,Siegel
253379,"Signorelli, James",5.9,29309766.0,1,James,Signorelli
253495,"Silber, Rolf",6.9,0.0,1,Rolf,Silber
253505,"Silberling, Brad",12.3,468374117.0,2,Brad,Silberling
253552,"Silk, Lawrence",7.7,269823.0,1,Lawrence,Silk
253795,"Silver, Scott (I)",10.0,13310839.0,2,Scott,Silver
253828,"Silverman, David (I)",6.6,50802661.0,1,David,Silverman
253870,"Silverstein, Elliot",6.8,20666667.0,1,Elliot,Silverstein
254160,"Simon, Adam (I)",3.3,1152375.0,1,Adam,Simon
254719,"Sindell, Gerald Seth",3.6,0.0,1,Gerald,Sindell
254763,"Singer, Bryan",28.0,167258655.0,4,Bryan,Singer
254988,"Singh, Tarsem",6.2,104155843.0,1,Tarsem,Singh
255028,"Singleton, John (I)",24.2,186107501.0,4,John,Singleton
255033,"Singleton, Ralph S.",4.3,11582891.0,1,Ralph,Singleton
255076,"Sinise, Gary",7.5,5101632.0,1,Gary,Sinise
255106,"Sinofsky, Bruce",8.2,0.0,1,Bruce,Sinofsky
255120,"Sinyor, Gary",11.2,21799751.0,2,Gary,Sinyor
255127,"Siodmak, Robert",20.8,0.0,3,Robert,Siodmak
255144,"Sipes, Andrew (I)",3.9,11534477.0,1,Andrew,Sipes
255239,"Sirk, Douglas",6.9,0.0,1,Douglas,Sirk
255349,"Sitch, Rob",7.5,861789.0,1,Rob,Sitch
255428,"Sivan, Santosh",8.1,0.0,1,Santosh,Sivan
255514,"Sjöström, Victor",7.6,0.0,1,Victor,Sjstrm
255709,"Skjoldbjærg, Erik",7.3,221173.0,1,Erik,Skjoldbjrg
255779,"Skoog, Susan",6.0,307037.0,1,Susan,Skoog
255962,"Slade, Tim",6.4,0.0,1,Tim,Slade
256129,"Sletaune, Pål",6.7,725667.0,1,Pl,Sletaune
256177,"Sloan, Brian (I)",6.9,624573.0,1,Brian,Sloan
256188,"Sloan, Holly Goldberg",5.1,17725500.0,1,Holly,Sloan
256455,"Smight, Jack",5.3,47285152.0,1,Jack,Smight
256688,"Smith, Charles Martin",10.0,29923158.0,2,Charles,Smith
256694,"Smith, Chris (II)",7.7,1160426.0,1,Chris,Smith
257011,"Smith, John N.",12.2,177900000.0,2,John,Smith
257078,"Smith, Kevin (I)",29.5,47931627.0,4,Kevin,Smith
257202,"Smith, Mel (I)",11.8,229297716.0,2,Mel,Smith
257569,"Smith, Winchell",6.2,0.0,1,Winchell,Smith
257600,"Smithee, Alan",16.6,16859884.0,4,Alan,Smithee
257754,"Sneider, Roberto",6.9,0.0,1,Roberto,Sneider
258028,"Soavi, Michele",7.2,253969.0,1,Michele,Soavi
258118,"Soderbergh, Steven",42.5,324597426.0,6,Steven,Soderbergh
258197,"Softley, Iain",19.4,27674984.0,3,Iain,Softley
258317,"Sokurov, Aleksandr",7.4,0.0,1,Aleksandr,Sokurov
258404,"Solberg, Helena",7.5,0.0,1,Helena,Solberg
258438,"Sole, Alfred",6.3,0.0,1,Alfred,Sole
258646,"Solondz, Todd",15.0,7175455.0,2,Todd,Solondz
258680,"Solt, Andrew (I)",5.5,2091037.0,1,Andrew,Solt
258859,"Sommers, Stephen",18.5,471422771.0,3,Stephen,Sommers
259016,"Sonneborn, Barbara",7.1,22627.0,1,Barbara,Sonneborn
259027,"Sonnenfeld, Barry",37.6,1044348505.0,6,Barry,Sonnenfeld
259746,"Spacey, Kevin",6.0,326308.0,1,Kevin,Spacey
260037,"Speek, Peter",7.5,2035470.0,1,Peter,Speek
260077,"Speiser, Aaron",6.0,0.0,1,Aaron,Speiser
260120,"Spence, Richard (I)",6.8,211048.0,1,Richard,Spence
260276,"Spheeris, Penelope",43.6,324680678.0,7,Penelope,Spheeris
260285,"Spicer, Bryan",13.9,73906212.0,3,Bryan,Spicer
260322,"Spielberg, Steven",108.1,5520276631.0,14,Steven,Spielberg
260343,"Spiers, Bob (I)",3.0,55947405.0,1,Bob,Spiers
260453,"Spirer, Peter",6.9,1591687.0,1,Peter,Spirer
260603,"Spottiswoode, Roger",15.6,434675879.0,3,Roger,Spottiswoode
260639,"Sprecher, Jill",6.1,444354.0,1,Jill,Sprecher
260665,"Springall, Alejandro",6.7,12131.0,1,Alejandro,Springall
261302,"Stallone, Sylvester",19.7,501484388.0,3,Sylvester,Stallone
261563,"Stanley, Richard (I)",4.3,42000000.0,1,Richard,Stanley
261605,"Stanton, Andrew (I)",7.2,162792677.0,1,Andrew,Stanton
262371,"Stein, Darren",5.0,3071947.0,1,Darren,Stein
262527,"Steiner, Ralph (I)",6.6,0.0,1,Ralph,Steiner
262584,"Steinmann, Danny",4.3,20674880.0,1,Danny,Steinmann
262657,"Stembridge, Gerard",6.0,151559.0,1,Gerard,Stembridge
262970,"Stern, James D.",5.5,9268.0,1,James,Stern
263024,"Stern, Steven Hilliard",4.8,16000000.0,1,Steven,Stern
263128,"Stevens, Art (I)",14.0,44772857.0,2,Art,Stevens
263139,"Stevens, Carter",6.9,0.0,1,Carter,Stevens
263166,"Stevens, George (I)",42.9,20169928.0,6,George,Stevens
263287,"Stevenson, Robert (I)",84.2,179673270.0,13,Robert,Stevenson
263659,"Stiller, Ben",12.3,121682557.0,2,Ben,Stiller
263674,"Stillman, Whit",20.3,13192478.0,3,Whit,Stillman
264132,"Stone, Julian (II)",8.2,0.0,1,Julian,Stone
264169,"Stone, Oliver (I)",57.6,530420027.0,8,Oliver,Stone
264257,"Stopkewich, Lynne",6.3,465417.0,1,Lynne,Stopkewich
264261,"Stoppard, Tom",7.4,739104.0,1,Tom,Stoppard
264810,"Streisand, Barbra",12.6,147840027.0,2,Barbra,Streisand
264820,"Streitfeld, Susan",5.5,883973.0,1,Susan,Streitfeld
264855,"Strick, Wesley",4.9,5780000.0,1,Wesley,Strick
264990,"Strom, Yale",8.4,0.0,1,Yale,Strom
265208,"Stuart, Jeb (I)",6.2,6482195.0,1,Jeb,Stuart
265215,"Stuart, Mel",7.8,4000000.0,1,Mel,Stuart
265382,"Sturges, John",23.0,0.0,3,John,Sturges
265383,"Sturges, Preston",23.7,0.0,3,Preston,Sturges
265413,"Sturridge, Charles",6.2,14036249.0,1,Charles,Sturridge
265453,"Styles, Eric (I)",6.1,7680.0,1,Eric,Styles
265479,"Styron, Susanna",6.3,20167.0,1,Susanna,Styron
265635,"Subiela, Eliseo",7.5,725000.0,1,Eliseo,Subiela
266058,"Sullivan, Daniel J. (III)",5.9,56221.0,1,Daniel,Sullivan
266096,"Sullivan, John F.",5.6,329.0,1,John,Sullivan
266106,"Sullivan, Kevin Rodney",5.1,37672350.0,1,Kevin,Sullivan
266162,"Sullivan, Tim (III)",6.3,218626.0,1,Tim,Sullivan
266523,"Suo, Masayuki",7.6,9676677.0,1,Masayuki,Suo
266631,"Surjik, Stephen",5.9,47965900.0,1,Stephen,Surjik
266780,"Sutherland, Kiefer",6.1,54154.0,1,Kiefer,Sutherland
267081,"Svankmajer, Jan",7.3,0.0,1,Jan,Svankmajer
267170,"Sverák, Jan",7.6,5730711.0,1,Jan,Sverk
267304,"Swanbeck, John",6.4,3150107.0,1,John,Swanbeck
267451,"Sweeney, Julia",6.9,52324.0,1,Julia,Sweeney
267568,"Swift, David (II)",13.9,25150385.0,2,David,Swift
267791,"Symmons, E.F.",0.0,0.0,1,EF,Symmons
267880,"Szabó, István (I)",15.0,5384800.0,2,Istvn,Szab
268114,"Szwarc, Jeannot",22.2,246913291.0,4,Jeannot,Szwarc
268197,"Sáez, Hernán",7.1,0.0,1,Hernn,Sez
268283,"Sánchez, Eduardo (II)",6.3,248639099.0,1,Eduardo,Snchez
268679,"Tabío, Juan Carlos",14.0,2832283.0,2,Juan,Tabo
268746,"Tadeo, Julio",0.0,0.0,1,Julio,Tadeo
269172,"Takamoto, Iwao",6.8,0.0,1,Iwao,Takamoto
269400,"Takács, Tibor (I)",9.9,15572431.0,2,Tibor,Takcs
269416,"Talalay, Rachel",9.5,41468327.0,2,Rachel,Talalay
269513,"Talkington, C.M.",5.7,0.0,1,CM,Talkington
269545,"Talmadge, Richard",2.5,0.0,1,Richard,Talmadge
269613,"Tamahori, Lee",20.8,36281014.0,3,Lee,Tamahori
270161,"Tanner, Alain",7.1,0.0,1,Alain,Tanner
270309,"Taplitz, Daniel",5.5,488419.0,1,Daniel,Taplitz
270370,"Tarantino, Quentin",31.4,293564696.0,4,Quentin,Tarantino
270453,"Tarkovsky, Andrei",24.0,0.0,3,Andrei,Tarkovsky
270463,"Tarlov, Mark",4.9,4394936.0,1,Mark,Tarlov
270587,"Tashlin, Frank",6.3,0.0,1,Frank,Tashlin
270707,"Tatoulis, John",4.7,19998.0,1,John,Tatoulis
270731,"Tatò, Anna Maria",7.3,9829.0,1,Anna,Tat
270776,"Taurog, Norman",19.5,25232685.0,3,Norman,Taurog
270847,"Tavernier, Bertrand",7.5,0.0,1,Bertrand,Tavernier
271025,"Taylor, Don (I)",12.3,16180880.0,2,Don,Taylor
271051,"Taylor, Finn",6.5,464655.0,1,Finn,Taylor
271249,"Taylor, Renée (I)",4.9,32925.0,1,Rene,Taylor
271281,"Taylor, Sam (I)",7.4,1027757.0,1,Sam,Taylor
271339,"Taymor, Julie",7.1,1921350.0,1,Julie,Taymor
271375,"Tcherny, Oleg",8.0,0.0,1,Oleg,Tcherny
271407,"Teague, Lewis (I)",23.6,99806064.0,4,Lewis,Teague
271760,"Temple, Julien",7.5,606643.0,1,Julien,Temple
271865,"Tennant, Andy (I)",24.2,272868758.0,4,Andy,Tennant
272201,"Teshigahara, Hiroshi",8.2,0.0,1,Hiroshi,Teshigahara
273029,"Thomas, Betty (I)",23.2,411129691.0,4,Betty,Thomas
273045,"Thomas, Caroline (II)",5.1,0.0,1,Caroline,Thomas
273335,"Thomas, Theodore (I)",7.4,0.0,1,Theodore,Thomas
273452,"Thompson, Brett (I)",6.9,0.0,1,Brett,Thompson
273467,"Thompson, Caroline (I)",11.0,14635458.0,2,Caroline,Thompson
273950,"Thornton, Billy Bob",8.0,24475416.0,1,Billy,Thornton
274002,"Thorpe, Richard (I)",0.0,0.0,1,Richard,Thorpe
274227,"Tibaldi, Antonio (I)",6.3,0.0,1,Antonio,Tibaldi
274494,"Tillman Jr., George",6.4,43490057.0,1,George,
274502,"Tillman, Lynne",6.4,0.0,1,Lynne,Tillman
274556,"Timm, Bruce W.",7.6,5588699.0,1,Bruce,Timm
274664,"Ting, Emily (I)",5.1,0.0,1,Emily,Ting
274699,"Tinnell, Robert",5.0,144795.0,1,Robert,Tinnell
274935,"Tlatli, Moufida",7.1,0.0,1,Moufida,Tlatli
274955,"Toback, James",5.5,1950218.0,1,James,Toback
275198,"Tognazzi, Ricky",6.8,147394.0,1,Ricky,Tognazzi
275252,"Tokar, Norman",24.6,0.0,4,Norman,Tokar
275373,"Tolkin, Michael",12.2,1522618.0,2,Michael,Tolkin
275755,"Tong, Stanley (I)",29.5,93191132.0,5,Stanley,Tong
276032,"Tornatore, Giuseppe",14.9,375924.0,2,Giuseppe,Tornatore
276214,"Torres, Fina (I)",5.0,5018450.0,1,Fina,Torres
276551,"Tourneur, Jacques",8.1,0.0,1,Jacques,Tourneur
276654,"Towne, Robert",12.7,42069974.0,2,Robert,Towne
276710,"Townsend, Robert (I)",3.3,7240837.0,1,Robert,Townsend
276747,"Toye, Patrice",7.0,9579.0,1,Patrice,Toye
277425,"Treut, Monika",6.0,6002.0,1,Monika,Treut
277767,"Troche, Rose",11.8,2424770.0,2,Rose,Troche
277909,"Trousdale, Gary",14.7,532600000.0,2,Gary,Trousdale
278002,"Trueba, Fernando",5.1,592871.0,1,Fernando,Trueba
278021,"Truffaut, François",15.9,39663.0,2,Franois,Truffaut
278193,"Tsai, Ming-liang",7.3,0.0,1,Ming liang,Tsai
278226,"Tsang, Eric (I)",6.8,4611023.0,1,Eric,Tsang
