movieid,writerid,addition,additions
1729260,189828,"(screenplay)  <3,1,1>",screenplay
1729260,340861,"(screenplay)  <3,2,1>",screenplay
1729260,389806,"(1951 screenplay)  <1,1,2>", screenplay
1729260,389806,"(screenplay)  <3,1,2>",screenplay
1729569,76690,"(short story)  <1,1,1>",short story
1729569,135087,"(screenplay)  <2,1,1>",screenplay
1729579,264635,,
1729579,295315,(screenplay),screenplay
1729579,295315,(story),story
1729579,366269,(screenplay),screenplay
1729579,366269,(story),story
1729818,186274,"(written by)  <1,1,2>",written by
1729818,245725,"(written by)  <1,1,3>",written by
1729818,298327,"(written by)  <1,1,1>",written by
1730566,312056,"(screenplay)  <2,1,1>",screenplay
1730566,366387,"(novel)  <1,1,1>",novel
1730640,196970,"(screenplay)  <2,1,2>",screenplay
1730640,210310,"(diaries)  <1,1,1>",diaries
1730640,240809,"(screenplay)  <2,1,1>",screenplay
1730836,34446,,
1730836,118252,(diary),diary
1730975,6683,"(written by)  <1,1,1>",written by
1730975,43367,"(written by)  <1,2,1>",written by
1731412,63789,"(written by)  <2,2,1>",written by
1731412,202792,"(written by)  <2,1,1>",written by
1731412,215234,"(book)  <1,1,1>",book
1731505,141716,"(screenplay)  <2,1,1>",screenplay
1731505,321497,"(play ""Deadlock"")  <1,1,1>",play
1731582,195472,"(characters)  <2,1,1>",characters
1731582,195472,"(written by)  <1,1,1>",written by
1732344,135478,,
1732496,5112,"(screenplay)  <1,1,1>",screenplay
1732496,389522,"(screenplay)  <1,1,2>",screenplay
1732496,389524,"(screenplay)  <1,1,3>",screenplay
1732658,216605,"(screen story)  <1,2,1>",screen story
1732658,216605,"(screenplay)  <2,1,1>",screenplay
1732658,295070,"(screen story)  <1,1,1>",screen story
1732658,351632,"(screenplay)  <2,2,1>",screenplay
1732858,322738,"(screenplay)  <2,1,1>",screenplay
1732858,338666,"(book)  <1,1,1>",book
1733111,20355,"(novel ""Aparajito"")",novel
1733111,24069,(assistant screenplay writer),assistant screenplay writer
1733111,300380,(screenplay),screenplay
1733479,71162,"(novel ""Heart of Darkness"") (uncredited)",novel
1733479,72405,"(written by) (as Francis Coppola)  <1,2,1>",written by
1733479,155830,"(narration)  <2,1,1>",narration
1733479,245479,"(written by)  <1,1,1>",written by
1733566,46111,"(screenplay)  <2,1,1>",screenplay
1733566,191913,"(book ""Lost Moon"")  <1,1,2>",book
1733566,218553,"(book ""Lost Moon"")  <1,1,1>",book
1733566,302431,"(screenplay)  <2,1,2>",screenplay
1734162,17532,"(written by)  <1,1,1>",written by
1734321,40544,"(screenplay)  <2,1,1>",screenplay
1734321,189747,"(novella ""Apt Pupil"")  <1,1,1>",novella
1734369,20355,"(original story ""Aparajito"")",original story
1734369,300380,(screenplay),screenplay
1734803,171459,"(screenplay)  <2,1,1>",screenplay
1734803,171459,"(story)  <1,1,1>",story
1734803,352591,"(screenplay)  <2,2,1>",screenplay
1734803,393589,"(story)  <1,1,2>",story
1735791,94657,(writer),writer
1736211,197536,"(written by)  <1,1,1>",written by
1736268,1013,"(screenplay)  <1,2,1>",screenplay
1736268,130439,"(adaptation)  <2,1,1>",adaptation
1736268,154875,"(screenplay)  <1,1,1>",screenplay
1736268,154875,"(story)  <3,2,1>",story
1736268,290411,"(story)  <3,1,1>",story
1736268,319553,"(adaptation)  <2,2,1>",adaptation
1736362,137826,"(story)  <1,1,1>",story
1736362,184317,"(story)  <1,3,1>",story
1736362,298327,"(story and screenplay)  <1,2,1>",story and screenplay
1736362,367187,"(screenplay)  <2,2,1>",screenplay
1736592,297585,"(written by)  <1,1,2>",written by
1736592,297586,"(written by)  <1,1,1>",written by
1736794,9934,"(screenplay) (as David Goldstein)  <2,2,2>",screenplay
1736794,29080,"(screenplay)  <2,2,1>",screenplay
1736794,365523,"(screenplay) (as David Titcher)  <2,1,1>",screenplay
1736794,379054,"(novel ""Le Tour du monde en quatre-vingts jours"")  <1,1,1>",novel
1737340,104686,"(screen play)  <1,1,1>",screen play
1737340,104698,"(screen play)  <1,2,1>",screen play
1737340,187029,"(play)  <2,1,1>",play
1737713,8613,,
1737713,242887,(screenplay),screenplay
1737713,242887,(story),story
1737713,245735,(screenplay),screenplay
1737713,245735,(story),story
1737766,135209,"(written by)  <1,1,1>",written by
1738481,10187,"(screenplay)  <2,1,1>",screenplay
1738481,10187,"(story)  <1,1,1>",story
1738481,44684,"(screenplay)  <2,2,1>",screenplay
1739234,39655,,
1739234,40120,,
1739234,173224,(dialogue),dialogue
1739234,212489,,
1740732,319474,"(written by)  <1,1,1>",written by
1740752,153682,"(screenplay)  <2,2,1>",screenplay
1740752,383605,"(screenplay)  <2,1,1>",screenplay
1740752,383605,"(story)  <1,1,1>",story
1740752,383606,"(screenplay) (as Larry Wachowski)  <2,1,2>",screenplay
1740752,383606,"(story) (as Larry Wachowski)  <1,1,2>",story
1740811,55876,"(written by)  <1,1,1>",written by
1741487,26785,(writer),writer
1741682,211619,"(screenplay)  <2,1,1>",screenplay
1741682,318037,"(story ""To See and Not See"") (as Oliver Sacks M.D.)  <1,1,1>",story
1742509,141265,"(written by)  <1,1,1>",written by
1743028,83652,"(written by)  <1,1,2>",written by
1743028,91772,"(written by)  <1,1,1>",written by
1743028,281185,"(written by) (as Steve Peace)  <1,1,3>",written by
1743028,309150,(written by),written by
1743689,156294,,
1743852,84027,"(novel)  <2,1,1>",novel
1743852,84027,"(screenplay)  <1,1,1>",screenplay
1744178,62409,"(play ""Dyadya Vanya"")",play
1744178,248089,,
1744391,70390,"(screenplay)  <1,1,1>",screenplay
1744391,88694,"(from the novel by)  <2,1,1>",from the novel by
1744391,138017,"(screenplay)  <1,2,1>",screenplay
1744809,258133,"(written by)  <1,1,1>",written by
1744811,237158,"(written by)  <1,1,2>",written by
1744811,258133,"(characters)  <2,1,1>",characters
1744811,258133,"(written by)  <1,1,1>",written by
1745373,82059,"(screenplay)  <1,1,1>",screenplay
1745373,82059,"(story)  <2,1,1>",story
1745373,301609,"(story)  <2,1,1>",story
1745373,340513,"(screenplay)  <1,2,1>",screenplay
1745406,48997,"(written by)  <1,1,1>",written by
1745530,6405,(writer),writer
1745530,93250,(story),story
1745530,289557,(writer),writer
1746382,318037,"(book) (as Oliver Sacks M.D.)  <1,1,1>",book
1746382,403443,"(screenplay)  <2,1,1>",screenplay
1746829,280957,,
1747382,124972,(story),story
1747382,167040,(screenplay),screenplay
1747382,167040,(story),story
1747382,233413,,
1747494,50379,"(written by) (as Troy Beyer)  <1,1,1>",written by
1747545,82192,(novel),novel
1747545,189470,(writer),writer
1747545,296878,(writer),writer
1747545,363391,(writer),writer
1747649,120095,"(written by)  <1,1,3>",written by
1747649,216235,"(written by)  <1,1,2>",written by
1747649,398710,"(written by)  <1,1,4>",written by
1747649,406349,"(written by)  <1,1,1>",written by
1747899,209071,(writer),writer
1747899,212672,(novel) (as Lillian Lee),novel
1747899,212672,(screenplay) (as Lillian Lee),screenplay
1747899,219071,(writer),writer
1748196,189787,"(novel ""The Sheep Pig"")  <1,1,1>",novel
1748196,245859,"(screenplay)  <2,1,1>",screenplay
1748196,266078,"(screenplay)  <2,1,2>",screenplay
1748219,189787,(characters),characters
1748219,202444,"(written by)  <1,1,3>",written by
1748219,245859,"(written by)  <1,1,1>",written by
1748219,253622,"(written by)  <1,1,2>",written by
1748315,50045,"(screen play)  <1,1,1>",screen play
1748315,61246,(libretto) (uncredited),libretto
1748315,139990,"(screen play)  <1,2,1>",screen play
1748315,205196,(uncredited),uncredited
1748317,61246,(libretto),libretto
1748317,151741,"(screenplay)  <2,2,1>",screenplay
1748317,189170,"(screenplay)  <2,1,1>",screenplay
1748317,222490,"(operetta)  <1,2,1>",operetta
1748317,306297,"(screenplay)  <2,1,2>",screenplay
1748754,66461,"(screenplay)  <2,1,1>",screenplay
1748754,137347,"(story)  <1,2,2>",story
1748754,233909,"(story)  <1,2,1>",story
1748754,244153,"(screenplay)  <2,2,1>",screenplay
1748754,280531,"(story)  <1,1,1>",story
1748996,138081,,
1748996,138119,,
1748996,245793,(storybook),storybook
1749026,117681,,
1749026,171257,,
1749222,225107,,
1749247,169371,(story),story
1749247,169384,,
1749247,293635,,
1749683,80605,"(story)  <1,1,1>",story
1749683,106468,(uncredited),uncredited
1749683,112385,"(story)  <1,1,2>",story
1749683,180865,"(screenplay)  <2,1,1>",screenplay
1749683,291076,"(screenplay) (as Will Porter)  <2,1,2>",screenplay
1749683,298327,"(screenplay)  <2,2,2>",screenplay
1749683,343028,"(story)  <1,1,3>",story
1749683,367187,"(screenplay)  <2,2,1>",screenplay
1749731,122804,"(written by)  <1,1,2>",written by
1749731,404666,"(written by)  <1,1,1>",written by
1749735,122804,"(characters)  <1,1,2>",characters
1749735,122804,"(screenplay)  <3,1,1>",screenplay
1749735,122804,"(story)  <2,1,2>",story
1749735,404666,"(characters)  <1,1,1>",characters
1749735,404666,"(story)  <2,1,1>",story
1749737,122804,"(characters)  <1,1,2>",characters
1749737,122804,"(screenplay)  <3,1,1>",screenplay
1749737,122804,"(story)  <2,1,2>",story
1749737,404666,"(characters)  <1,1,1>",characters
1749737,404666,"(story)  <2,1,1>",story
1749806,343601,,
1749806,363391,,
1749806,386445,,
1749891,392434,"(written by)  <1,1,1>",written by
1750364,22774,"(screenplay)  <2,1,1>",screenplay
1750364,123330,"(story)  <1,1,1>",story
1750364,255868,"(screenplay)  <2,1,2>",screenplay
1750364,305074,"(screenplay)  <2,2,1>",screenplay
1750424,363474,"(written by)  <1,1,1>",written by
1750510,112873,"(story)  <1,1,2>",story
1750510,119038,"(story)  <1,1,3>",story
1750510,120088,"(screenplay)  <2,1,1>",screenplay
1750510,315143,"(story)  <1,1,1>",story
1750510,371492,"(screenplay) (as Yolande Finch)  <2,2,1>",screenplay
1750660,12644,,
1750660,51971,,
1750660,111437,,
1750660,220102,(as Zoe Lund),
1750728,301042,"(screenplay)  <2,1,1>",screenplay
1750728,342763,"(novel ""Thor"")  <1,1,1>",novel
1750816,146882,"(additional material)  <2,1,2>",additional material
1750816,157384,"(additional material)  <2,1,1>",additional material
1750816,170550,"(written by)  <1,1,1>",written by
1751059,187966,,
1751059,276719,(original idea),original idea
1751059,332608,(original idea),original idea
1751071,225740,"(written by)  <1,1,1>",written by
1751872,130439,"(written by)  <1,2,1>",written by
1751872,325258,"(written by)  <1,1,2>",written by
1751872,325259,"(written by)  <1,1,1>",written by
1753266,68636,"(screenplay)  <1,1,3>",screenplay
1753266,210814,"(screenplay)  <1,1,2>",screenplay
1753266,315049,"(screenplay)  <1,1,1>",screenplay
1753266,327663,"(screenplay)  <1,1,4>",screenplay
1753348,74072,"(story development)  <4,1,4>",story development
1753348,108097,"(story development)  <4,1,3>",story development
1753348,252720,"(story adaptation)  <3,1,1>",story adaptation
1753348,281306,"(story direction)  <2,1,1>",story direction
1753348,320044,"(from the story by)  <1,1,1>",from the story by
1753348,333700,"(story development) (as Melvin Shaw)  <4,1,2>",story development
1753348,347668,"(story development) (as George Stallings)  <4,1,1>",story development
1753348,398809,"(story development)  <4,1,5>",story development
1753400,208351,"(written by)  <1,1,1>",written by
1753578,6683,"(written by)  <1,1,1>",written by
1753578,312186,"(written by)  <1,1,2>",written by
1753695,20888,"(written by)  <1,1,2>",written by
1753695,125260,"(written by)  <1,1,1>",written by
1753837,181727,(dialogue),dialogue
1753837,330955,"(book ""India's Bandit Queen"")",book
1753837,330955,(screenplay),screenplay
1753860,360351,"(idea)  <2,1,1>",idea
1753860,382293,"(idea)  <2,2,1>",idea
1753860,382293,"<1,2,1>",
1753860,393160,"<1,1,1>",
1754754,119885,"(concept)  <1,1,1>",concept
1754754,119885,"(scenario)  <2,1,1>",scenario
1754754,119885,"(treatment)  <3,1,3>",treatment
1754754,224172,"(concept)  <1,1,2>",concept
1754754,224172,"(scenario)  <2,1,2>",scenario
1754754,263821,"(treatment)  <3,1,2>",treatment
1754754,263825,"(treatment)  <3,1,1>",treatment
1754799,60160,"(screenplay)  <3,2,1>",screenplay
1754799,60160,"(story)  <2,1,1>",story
1754799,285617,"(screenplay)  <3,1,1>",screenplay
1754799,386647,"(characters in comic)  <1,1,1>",characters in comic
1754884,37795,"(writer)  <3,2,1>",writer
1754884,46353,"(collaborating writer) (as Claude Brule)  <1,2,1>",collaborating writer
1754884,86673,"(writer)  <3,4,1>",writer
1754884,116388,"(as Jean Claude Forest)  <3,6,1>",
1754884,116388,"(comic ""Barbarella"") (as Jean Claude Forest)  <1,1,1>",comic
1754884,126217,"(writer)  <3,5,1>",writer
1754884,345456,"(screenplay)  <2,1,1>",screenplay
1754884,373966,"(screenplay)  <2,2,1>",screenplay
1754884,397623,"(writer)  <3,3,1>",writer
1755112,350943,,
1755524,338336,"(play)  <1,1,1>",play
1755524,338336,"(screenplay)  <2,1,1>",screenplay
1756051,89354,"(story)  <1,1,3>",story
1756051,206698,"(creator) (uncredited)  <3,1,1>",creator
1756051,206698,"(story)  <1,1,2>",story
1756051,278535,"(creator) (uncredited)  <3,1,2>",creator
1756051,391846,"(story)  <1,1,1>",story
1756051,391846,"(written by)  <2,1,1>",written by
1756391,198001,"(written for the screen by)  <1,1,1>",written for the screen by
1756391,362357,"(novel ""The Memoirs of Barry Lyndon, Esq."")  <2,1,1>",novel
1756768,106267,"(written by)  <1,1,1>",written by
1756902,40198,"(short story) (as John F. Bowe)  <1,2,1>",short story
1756902,160546,(story development) (as Michael Thomas Holman),story development
1756902,225094,"(story) (as Lech J. Majewski)  <1,1,1>",story
1756902,326555,"(written by)  <2,1,1>",written by
1756980,6781,"(book)  <1,1,1>",book
1756980,242695,"(teleplay)  <2,1,1>",teleplay
1757342,133152,"(written by)  <2,1,1>",written by
1757342,181022,"(Batman characters)  <1,1,1>",Batman characters
1757347,146766,"(screenplay)  <3,1,1>",screenplay
1757347,146766,"(story)  <2,1,1>",story
1757347,181022,"(Batman characters)  <1,1,1>",Batman characters
1757347,339907,"(screenplay)  <3,2,1>",screenplay
1757367,24151,"(screenplay)  <3,1,2>",screenplay
1757367,24151,"(story)  <2,1,2>",story
1757367,24152,"(screenplay)  <3,1,1>",screenplay
1757367,24152,"(story)  <2,1,1>",story
1757367,133152,"(screenplay)  <3,2,1>",screenplay
1757367,181022,"(characters)  <1,1,1>",characters
1757378,146766,"(story)  <2,2,1>",story
1757378,181022,"(Batman characters)  <1,1,1>",Batman characters
1757378,387287,"(screenplay)  <3,1,1>",screenplay
1757378,387287,"(story)  <2,1,1>",story
1757423,48995,"(screenplay)  <1,1,1>",screenplay
1757423,48995,"(story)  <2,1,1>",story
1757423,92136,"(screenplay)  <1,1,2>",screenplay
1757423,181022,(comic book & characters),comic book  characters
1757423,279478,"(screenplay)  <1,1,3>",screenplay
1757423,300848,"(screenplay)  <1,1,4>",screenplay
1757423,308466,(character: The Joker) (uncredited),character
1757465,99561,(writer),writer
1757465,250337,(writer),writer
1757485,216605,"(written by)  <1,1,1>",written by
1757698,39740,"(characters)  <1,1,1>",characters
1757698,73225,"(screenplay)  <3,1,1>",screenplay
1757698,73226,"(screenplay)  <3,1,2>",screenplay
1757698,86814,"(story)  <2,1,1>",story
1757893,163809,"(novel)  <2,1,1>",novel
1757893,226640,"(screenplay)  <1,1,1>",screenplay
1757893,333096,"(screenplay)  <1,2,1>",screenplay
1758003,36072,"(adapted by: from the stage success of the same name)  <1,1,2>",adapted by
1758003,43595,(book of musical play) (uncredited),book of musical play
1758003,241470,(book of musical play) (uncredited),book of musical play
1758003,261467,"(adapted by: from the stage success of the same name)  <1,2,1>",adapted by
1758003,341604,"(adapted by: from the stage success of the same name) (as Charles H. Smith)  <1,1,3>",adapted by
1758003,342424,"(adapted by: from the stage success of the same name) (as Paul Gerard Smith)  <1,1,1>",adapted by
1758767,316125,"(written by)  <1,1,1>",written by
1758856,15450,"(characters)  <1,1,1>",characters
1758856,78136,"(characters)  <1,1,2>",characters
1758856,78136,"(written by)  <2,1,1>",written by
1758856,96342,"(written by)  <2,1,2>",written by
1759189,54400,"(screenplay)  <2,1,1>",screenplay
1759189,153994,"(novel 'Beat the devil')  <1,1,1>",novel Beat the devil
1759189,165824,"(screenplay)  <2,2,1>",screenplay
1759189,377954,(screenplay collaboration) (uncredited),screenplay collaboration
1759189,379946,(screenplay collaboration) (uncredited),screenplay collaboration
1759448,30631,"(written by)  <1,1,1>",written by
1759573,312515,"(written by)  <1,1,1>",written by
1759654,92701,(written by),written by
1759685,150485,"(play)  <2,1,1>",play
1759685,150485,"(written by)  <1,1,1>",written by
1759851,6707,"(story supervisor)  <2,1,1>",story supervisor
1759851,14356,"(story)  <3,1,5>",story
1759851,61302,"(story)  <3,1,1>",story
1759851,83636,(story) (uncredited),story
1759851,102847,"(story)  <3,1,9>",story
1759851,148723,"(story)  <3,1,7>",story
1759851,209773,"(story)  <3,1,10>",story
1759851,234457,"(story)  <3,1,2>",story
1759851,287472,"(story)  <3,1,3>",story
1759851,299023,"(story)  <3,1,4>",story
1759851,321149,"(story) (as Christopher Sanders)  <3,1,6>",story
1759851,398095,"(story)  <3,1,8>",story
1759851,398252,"(animation screenplay)  <1,1,1>",animation screenplay
1759983,178334,"(written by)  <1,1,1>",written by
1759983,256127,(additional material),additional material
1759983,350939,"(written by)  <1,1,2>",written by
1760306,132913,"(written by)  <1,1,1>",written by
1760386,30152,"(animation story)  <1,1,2>",animation story
1760386,79522,"(screenplay)  <2,1,2>",screenplay
1760386,266645,"(book)  <3,1,1>",book
1760386,385348,"(screenplay)  <2,1,1>",screenplay
1760386,398809,"(animation story)  <1,1,1>",animation story
1760449,108845,(written by),written by
1760586,114108,(writer),writer
1760752,237630,"(screenplay)  <2,1,1>",screenplay
1760752,237630,"(story)  <1,1,1>",story
1760752,339907,"(screenplay)  <2,2,1>",screenplay
1760752,395149,"(story)  <1,1,2>",story
1760876,197229,"(written by)  <1,1,2>",written by
1760876,214582,"(written by)  <1,1,1>",written by
1760927,45788,"(book)  <1,1,1>",book
1760927,358557,"(screenplay)  <2,1,1>",screenplay
1760978,226485,,
1762161,116734,"(written by)  <1,1,1>",written by
