movieid,time,addition,time1,addition1
2537793,106,(Mar del Plata Film Festival),106,Mar del Plata Film Festival
2538575,135,,135,
2539567,98,,98,
2540772,100,,100,
2540794,108,,108,
2540794,106,,106,
2540794,104,(cut version),104,cut version
2541368,119,,119,
2541694,106,,106,
2541694,100,,100,
2542489,93,,93,
2542878,124,,124,
2543337,108,,108,
2543337,110,,110,
2544143,23,,23,
2544156,88,,88,
2544156,88,,88,
2544531,128,,128,
2544531,129,(1996 restored version),129,1996 restored version
2544594,100,,100,
2545159,95,,95,
2545159,93,,93,
2545159,95,,95,
2545159,91,,91,
2545380,99,,99,
2545754,132,,132,
2547352,77,,77,
2547353,99,,99,
2547971,88,,88,
2548449,106,,106,
2548478,99,,99,
2550559,104,,104,
2550858,107,,107,
2551701,155,,155,
2551701,182,(video version),182,video version
2551718,105,,105,
2553800,97,,97,
2554203,84,,84,
2554361,124,,124,
2554662,91,,91,
2554662,92,,92,
2554699,105,,105,
2554996,100,,100,
2554996,100,(1997 reissue),100,1997 reissue
2554996,95,(original version),95,original version
2555100,86,,86,
2555555,81,,81,
2555555,80,,80,
2556055,58,,58,
2556271,95,,95,
2556792,103,,103,
2556792,101,,101,
2557229,115,,115,
2558123,101,,101,
2558123,92,,92,
2558138,135,,135,
2558138,176,(director's cut),176,director's cut
2558441,94,,94,
2558443,95,,95,
2559217,72,,72,
2559249,101,,101,
2559249,106,,106,
2559529,102,,102,
2559855,97,,97,
2560159,94,,94,
2560564,103,,103,
2560598,97,,97,
2560598,106,(Cannes Film Festival),106,Cannes Film Festival
2560598,97,,97,
2560616,88,,88,
2561165,94,,94,
2561419,105,,105,
2561419,105,(Buenos Aires Festival Internacional de Cine Independiente),105,Buenos Aires Festival Internacional de Cine Independiente
2561516,152,,152,
2561802,88,,88,
2562193,99,,99,
2562411,113,,113,
2562421,101,,101,
2562422,134,,134,
2562422,135,,135,
2562503,91,,91,
2562822,130,,130,
2562929,105,,105,
2563410,118,,118,
2563451,30,,30,
2563697,112,,112,
2563736,94,,94,
2564194,96,,96,
2564194,89,(TV version),89,TV version
2564560,94,,94,
2564560,93,,93,
2564828,89,,89,
2564953,126,,126,
2565487,158,,158,
2565814,96,,96,
2565851,120,,120,
2565873,89,,89,
2565985,101,,101,
2565985,95,,95,
2565985,97,,97,
2566203,103,,103,
2566262,82,,82,
2566626,120,,120,
2566626,115,,115,
2566895,89,,89,
2566918,115,,115,
2566918,118,(VHS version),118,VHS version
2567049,101,,101,
2567099,129,,129,
2567258,92,,92,
2567467,104,,104,
2567890,131,,131,
2567937,94,,94,
2568399,116,,116,
2568931,88,,88,
2569037,102,,102,
2569037,102,(Ontario),102,Ontario
2569037,102,,102,
2569037,101,,101,
2569037,101,,101,
2569556,106,,106,
2569583,98,,98,
2569814,105,,105,
2569938,108,,108,
2569938,115,(Unrated Edition),115,Unrated Edition
2570013,106,,106,
2570133,118,,118,
2570785,126,,126,
2570825,100,,100,
2570825, 89,(theatrical version),89,theatrical version
2571171,96,,96,
2571296,100,,100,
2571358,144,,144,
2571413,50,,50,
2571413,40,,40,
2571635,25,,25,
2572280,101,,101,
2572301,109,,109,
2572478,90,,90,
2572635,82,,82,
2572655,105,,105,
2572675,103,,103,
2572978,107,,107,
2573045,117,,117,
2573168,112,,112,
2573677,125,,125,
2574016,92,,92,
2574613,107,,107,
2574730,108,,108,
2574824,84,,84,
2575313,113,,113,
2576718,87,,87,
2576852,113,,113,
2576852,113,,113,
2577062,113,,113,
2577075,191,,191,
2577075,212,(extended edition),212,extended edition
2577314,104,,104,
2577428,81,,81,
2578162,123,,123,
2578330, 86,,86,
2578330,87,,87,
2578330,90,,90,
2578392,92,,92,
2579662,100,,100,
2579662,100,,100,
2579702,108,,108,
2580276,106,,106,
2580619,90,,90,
2580619,85,,85,
2581228,106,,106,
2581428,124,,124,
2581836,105,,105,
2582703,126,,126,
2582995,84,,84,
2583382,119,,119,
2583601,96,,96,
2583633,106,,106,
2583695,107,,107,
2583701,104,,104,
2583966,109,,109,
2584115,80,,80,
2584115,83,,83,
2584311,100,,100,
2585064,113,,113,
2585064,115,,115,
2585507,110,,110,
2586057,93,,93,
2586756,92,,92,
2587077,83,,83,
2587740,108,,108,
2587786,116,,116,
2587976,98,,98,
2590181,95,,95,
2591814,97,,97,
2592334,104,,104,
2592963,104,,104,
2592963,83,(re-release),83,re-release
2592963,97,,97,
2593112,85,,85,
2593112,83,,83,
2593313,111,,111,
